# list of object assets to load in this scene
[ASSETS]
mario.txt
coin.txt
cloud.txt
brick.txt
sprites.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

# TILE BACKGROUND
# 1st line
6	0	0	16	16	149	60000	60000	60000
6	2384	0	16	16	5	61000	60000	61000
6	2464	0	16	16	1	60000	60000	60000
6	2480	0	16	16	21	231000	165000	165000

# 2nd line
6	0	16	16	16	43	60000	60000	62000
6	688	16	16	16	5	60000	60000	61000
6	768	16	16	16	3	60000	60000	62000
6	816	16	16	16	70	60000	60000	63000
6	1936	16	16	16	2	60000	60000	62000
6	1968	16	16	16	32	60000	60000	60000
6	2480	16	16	16	21	231000	165000	165000

# 3rd line
6	0	32	16	16	8	60000	60000	61000
6	128	32	16	16	9	60000	60000	63000
6	272	32	16	16	5	60000	60000	61000
6	352	32	16	16	31	60000	60000	63000
6	848	32	16	16	33	60000	60000	61000
6	1376	32	16	16	16	60000	60000	61000
6	1632	32	16	16	53	60000	60000	60000
6	2480	32	16	16	21	231000	165000	165000

# 4th line
6	0	48	16	16	38	60000	60000	61000
6	608	48	16	16	10	62000	60000	61000
6	768	48	16	16	32	60000	60000	61000
6	1280	48	16	16	75	60000	60000	60000
6	2480	48	16	16	21	231000	165000	165000

# 5th line
6	0	64	16	16	15	60000	60000	62000
6	240	64	16	16	2	60000	60000	63000
6	272	64	16	16	7	60000	60000	61000
6	384	64	16	16	37	60000	60000	63000
6	976	64	16	16	34	60000	60000	62000
6	1520	64	16	16	11	60000	60000	61000
6	1696	64	16	16	3	60000	60000	63000
6	1744	64	16	16	46	60000	60000	60000
6	2480	64	16	16	21	231000	165000	165000

# 6th line
6	0	80	16	16	19	60000	60000	62000
6	304	80	16	16	75	61000	60000	61000
6	1504	80	16	16	23	60000	60000	63000
6	1872	80	16	16	23	60000	60000	61000
6	2240	80	16	16	15	60000	60000	60000
6	2480	80	16	16	21	231000	165000	165000

# 7th line
6	0	96	16	16	92	60000	60000	61000
6	1472	96	16	16	3	60000	60000	62000
6	1520	96	16	16	60	60000	60000	60000
6	2480	80	16	16	21	231000	165000	165000

# 8th line
6	0	112	16	16	70	60000	60000	61000
6	1120	112	16	16	63	60000	60000	63000
6	2128	112	16	16	22	60000	60000	60000
6	2480	112	16	16	21	231000	165000	165000

# 9th line
6	0	128	16	16	75	60000	60000	62000
6	1200	128	16	16	2	60000	60000	63000
6	1232	128	16	16	78	60000	60000	60000
6	2480	128	16	16	21	231000	165000	165000

# 10th line
6	0	144	16	16	87	60000	60000	131000
6	1392	144	16	16	34	61000	60000	63000
6	1936	144	16	16	31	60000	60000	61000
6	2432	144	16	16	3	60000	60000	60000
6	2480	144	16	16	21	231000	165000	165000

# 11th line
6	0	160	16	16	83	60000	60000	87000
6	1328	160	16	16	3	88000	88000	89000
6	1376	160	16	16	69	132000	60000	60000
6	2480	160	16	16	21	231000	165000	165000

# 12th line
6	0	176	16	16	83	60000	60000	135000
6	1328	176	16	16	4	134000	134000	133000
6	1392	176	16	16	68	60000	60000	60000
6	2480	176	16	16	21	231000	165000	165000

# 13th line
